,xdata,Q,Qm,Wstart,Ctot,P,Ep,Ea
343,343,1.13,0.7040215583236475,0.0,0.0,0.0,4.02,2.2938148230443085
344,344,1.11,0.6750517778349661,0.0,0.0,0.0,4.16,2.3348439686865716
345,345,1.08,0.6482835912262925,0.0,0.0,0.0,3.83,2.1139253370232063
346,346,0.97,0.624695265097611,0.0,0.0,0.0,3.08,1.6746836945007333
347,347,0.95,0.6031110437825357,0.0,0.0,0.0,3.66,1.967116035193311
348,348,0.94,0.5804849743186637,0.0,0.0,0.0,3.82,2.0250781519931196
349,349,0.96,0.5575678330559057,0.0,0.0,0.0,3.85,2.0123846578963205
350,350,0.92,0.5347410233585042,0.0,0.0,0.0,3.89,2.0051628628811815
351,351,0.93,0.5119892287910743,0.0,0.0,0.0,3.92,1.9929572700065592
352,352,0.92,0.4891948659809552,0.0,0.0,0.0,4.03,2.0211994987126665
353,353,0.92,0.4661211697160387,0.0,0.0,0.0,4.15,2.0530349393251357
354,354,0.91,0.44309340103567385,0.0,0.0,0.0,4.01,1.9565070706926138
355,355,0.84,0.42068039598409307,0.0,0.0,0.0,3.95,1.9023100463873892
356,356,0.84,0.39890703872507216,0.0,0.0,0.0,3.78,1.7978064068607076
357,357,0.83,0.3774637166709315,0.0,0.0,0.0,4.0,1.8804164423874776
358,358,0.76,0.35591538352645125,0.0,0.0,0.0,3.83,1.7787756400811205
359,359,0.82,0.3349629386983118,0.0,0.0,0.0,3.81,1.7496103802715322
360,360,0.82,0.3141609786897913,0.0,0.0,0.0,3.9,1.7713756563643646
361,361,0.81,0.2931821636158305,0.0,0.0,0.0,3.98,1.7878773427209276
362,362,0.73,0.27224195376140525,0.0,0.0,0.0,3.91,1.7371531434567518
363,363,0.8,0.2515387166985352,0.0,0.0,0.0,3.98,1.7496656733969251
364,364,0.79,0.2308757468629817,0.0,0.0,0.0,3.96,1.7226188058769258
